"question","type","choice1","c1","choice2","c2","choice3","c3","choice4","c4","choice5","c5","explanation"
"Which two of the following records give us information about England during the reign of William I?","A long and illustrious history","The Magna Carta","false","The Domesday Book","true","The Bayeux Tapestry","true","The Canterbury Tales","false","","","William I aka William the conqueror.  The Domesday Book and the Bayeux Tapestry."
"In 1913, the British government promised 'Home Rule' for Ireland, why were changes in Ireland delayed until 1921?","The UK government and your role","Due to the outbreak of the First World War","true","Due to the outbreak of the Second World War","false","Because there was not a king on the British throne","false","Due to the outbreak of the Black Death","false","","","The outbreak of the First World War led the British government to postpone any changes in Ireland."
"Which of the following statements is true:","The UK values and principles","Elizabeth I was a Protestant and she succeeded in finding a balance between the views of the Catholics and the more extreme Protestants.","true","Elizabeth I was a Catholic and she succeeded in finding a balance between the views of the Catholics and the more extreme Protestants.","false","","","","","","","Elizabeth I was a Protestant and she succeeded in finding a balance between the views of the Catholics and the more extreme Protestants."
"Which two documents do you need to apply for a National Insurance number?","The UK government and your role","A document with your address on it, such as a tenancy agreement","false","Documents that prove that you have permission to work in the UK","true","A contract from your employer","false","Documents that prove your identity","true","","","To apply for a National Insurance number you need documents that prove your identity and that you have permission to work in the UK."
"As a British citizen, you should: (choose two answers)","The UK values and principles","Respect and obey the law","true","Vote in all elections","false","Take part in religious activities","false","Look after the area in which you live and the environment","true","","","As a British citizen you should respect and obey the law and look after the area in which you live and the environment are the correct answers."
"When is Halloween celebrated?","Arts and culture","5th of November","false","11th of November","false","31st of October","true","1st of April","false","","","Halloween is celebrated on the 31st of October."
"The Bill of Rights in 1689 gave women the right to vote.","The UK values and principles","TRUE","false","FALSE","true","","","","","","","false. The Bill of Rights, 1689, confirmed the rights of Parliament and the limits of the king's power."
"What is the name of the most famous cricket competition played between England and Australia?","Arts and culture","The Ashes","true","The Six Nations Championship","false","The Grand National","false","The Australian Open","false","","","The most famous cricket competition is the Ashes, which is a series of Test matches played between England and Australia."
"What was the biggest source of employment during the 18th century?","A long and illustrious history","Fishing","false","Teaching","false","Aircraft industry","false","Manufacturing","true","","","During the 18th century, manufacturing jobs became the main source of employment in Britain."
"In 1314 the Scottish, led by Robert the Bruce, defeated the English at the battle of Bannockburn, and Scotland remained unconquered by the English.","A long and illustrious history","TRUE","true","FALSE","false","","","","","","","This statement is true."
"Which of the following is an example of criminal offence?","Government and the law","Smoking in public places where it is not allowed","true","Disputes about faulty goods or services","false","Disputes about an unfair dismissal in the workplace","false","A dispute between the landlord and the tenants who have not paid the rent","false","","","Smoking in public places. It is against the law to smoke tobacco products in nearly every enclosed public place in the UK. There are signs displayed to tell you where you cannot smoke."
"Which Scottish clan was killed for not taking the oath?","A long and illustrious history","The MacLaine of Lochbuie","false","The McDowalls of Garthland","false","The Macpherson of Cluny","false","The MacDonalds of Glencoe","true","","","The correct answer is the MacDonalds of Glencoe."
"Which two issues can the devolved administrations pass laws on?","The UK government and your role","Defence","false","Social security","false","Health","true","Education","true","","","Policy and laws governing defence, foreign affairs, immigration, taxation and social security all remain under central UK government control. However, many other public services, such as health and education, are controlled by the devolved administrations."
"The assassination of the Archduke Franz Ferdinand of Austria in 1914 led to which of the following wars?","A long and illustrious history","The Crimean War","false","The First World War","true","The Civil War","false","The Second World War","false","","","On 28 June 1914, Archduke Franz Ferdinand of Austria was assassinated. This set off a chain of events leading to the First World War (1914-18)."
"What is the capital city of Scotland?","A long and illustrious history","Glasgow","false","St Andrews","false","Edinburgh","true","Aberdeen","false","","","The capital city of Scotland is Edinburgh."
"In 1833 the Emancipation Act abolished slavery throughout the British Empire.","A long and illustrious history","TRUE","true","FALSE","false","","","","","","","This statement is true."
"What is the name of the process by which many Scottish landlords destroyed individual small farms (known as 'crofts') to make space for large flocks of sheep and cattle?","A long and illustrious history","The Black Death","false","The Corn Removal","false","The Highland Clearances","true","The Enlightenment","false","","","A process began which became known as the 'Highland Clearances'. Many Scottish landlords destroyed individual small farms (known as 'crofts') to make space for large flocks of sheep and cattle."
"The Falkland Islands are a British overseas territory and are part of the United Kingdom.","The UK values and principles","TRUE","false","FALSE","true","","","","","","","The Falkland Islands are a British overseas territory. They are also linked to the UK but are not part of it."
"Which two of the following are Civil War Battles?","A long and illustrious history","The Battle of Waterloo","false","The Battle of Marston Moor","true","The Battle of Naseby","true","The Battle of Agincourt","false","","","The Battles of Marston Moor and Naseby."
"What was the name of the activist group who fought for the women's right to vote?","A long and illustrious history","Chartists","false","Beefeaters","false","Suffragettes","true","Quakers","false","","","In the late 19th and early 20th centuries, an increasing number of women campaigned and demonstrated for greater rights and, in particular, the right to vote. They formed the women's suffrage movement and became known as the 'suffragettes'."
"What UK landmark was voted as Britain's favourite view in 2007?","A long and illustrious history","The Big Ben","false","Lake District","true","Snowdonia","false","The London Eye","false","","","In 2007, television viewers voted Wastwater (Lake District) as Britain's favourite view."
"Who were the first people to live in Britain in what we call the Stone Age?","A long and illustrious history","Farmers","false","Peasants","false","Hunter-gatherers","true","Pirates","false","","","The first people to live in Britain were hunter-gatherers."
"What is the name of the movement against the authority of the Pope and the ideas of the Catholic Church that took place during the reign of Henry VIII?","A long and illustrious history","The Reformation","true","The Enlightenment","false","The Glorious Revolution","false","The Renaissance","false","","","The correct answer is the Reformation."
"What do you need to do to apply for a National Insurance Number?","The UK government and your role","Contact the NHS","false","Contact the Department for Work and Pensions (DWP)","true","Contact your local MP","false","Ask you employer to get it for you","false","","","If you have permission to work in the UK, you will need to telephone the Department for Work and Pensions (DWP) to arrange to get a National Insurance number."
"Which of the following is a major horse-racing event in England?","Arts and culture","The Wimbledon Championship","false","Royal Ascot","true","The Open Championship","false","The Six Nations Championship","false","","","Famous horse-racing events include: Royal Ascot, a five-day race meeting in Berkshire attended by members of the Royal Family; the Grand National at Aintree near Liverpool; and the Scottish Grand National at Ayr."
"How many members form a jury in Scotland?","Government and the law","12","false","14","false","15","true","20","false","","","In Scotland a jury has 15 members."
"What is known as Lent?","Arts and culture","The 40 days before Christmas","false","The 40 days after Easter","false","The 40 days before Easter","true","The 40 days after Christmas","false","","","The 40 days before Easter are known as Lent."
"When was the last successful foreign invasion of England?","A long and illustrious history","1415","false","1314","false","1066","true","1200","false","","","The Norman Conquest was the last successful foreign invasion of England in 1066."
"World War II started as a result of Germany invading which country?","A long and illustrious history","France","false","Russia","false","Poland","true","Austria","false","","","The Second World War started when Hitler invaded Poland in 1939. Britain and France declared war in order to stop his aggression."
"Which flower is associated with Scotland?","A long and illustrious history","The Shamrock","false","The Rose","false","The Daffodil","false","The Thistle","true","","","The flower associated with Scotland is the thistle."
"Police complaints can only be made by writing to the Chief Constable of the police force involved.","The UK values and principles","TRUE","false","FALSE","true","","","","","","","false. Anyone can make a complaint about the police by going to a police station and writing to the Chief Constable of the police force involved. Complaints can also be made to an independent body: the Independent Police Complaints Commission in England and Wales, the Police Complaints Commissioner for Scotland or the Police Ombudsman for Northern Ireland."
"Which of the following is a responsibility of the Home Secretary?","The UK government and your role","Economy","false","Crime","true","Education","false","Defence","false","","","The Home Secretary is responsible for crime, policing and immigration."
"When is St David's day celebrated?","A long and illustrious history","1st March","true","17th March","false","23rd April","false","17th April","false","","","St David's day, patron of Wales, is celebrated on the 1st of March."
"What happened to 'Mary, Queen of Scots' after she spent 20 years in prison?","A long and illustrious history","She became Queen of England","false","She was sent to France","false","She escaped to Denmark","false","She was executed","true","","","Mary was eventually executed, accused of plotting against Elizabeth I."
"What did Francis Crick discover?","Historical figures","The MRI (magnetic resonance imaging) scanner","false","The jet engine","false","The IVF (in-vitro fertilisation) therapy","false","The structure of the DNA molecule","true","","","Francis Crick discovered the structure of the DNA molecule."
"Northern Ireland and Scotland have their own banknotes, which are valid everywhere in the UK.","The UK values and principles","TRUE","true","FALSE","false","","","","","","","This statement is true."
"How many national parks are there in England, Wales and Scotland?","The UK government and your role","25","false","15","true","18","false","42","false","","","There are 15 national parks in England, Wales and Scotland."
"Is Northern Ireland part of Great Britain?","The UK values and principles","Yes","false","No","true","","","","","","","Great Britain' refers only to England, Scotland and Wales, not to Northern Ireland."
"If you are a dog owner, which two things should your dog's collar have when you go out for a walk?","The UK values and principles","The owner's address","true","The owner's name","true","The dog's breed","false","The dog's name","false","","","All dogs in public places must wear a collar showing the name and address of the owner."
"What day relates to the death of Jesus Christ?","Arts and culture","Good Friday","true","Easter Sunday","false","Easter Monday","false","Ash Wednesday","false","","","Easter takes place in March or April. It marks the death of Jesus Christ on Good Friday and his rising from the dead on Easter Sunday."
"A responsibility of the MPs is to represent everyone in their :","The UK government and your role","County","false","Estate","false","District","false","Constituency","true","","","A responsibility of the MPs is to represent everyone in their constituency."
"What was achieved with the Magna Carta?","A long and illustrious history","It restricted the King's power","true","It increased the King's power","false","It restricted the rights of the farmers","false","It increased women's power","false","","","The Magna Carta established the idea that even the king was subject to the law. It protected the rights of the nobility and restricted the king's power to collect taxes or to make and change laws. In future, the king would need to involve his noblemen in decisions."
"Female genital mutilation (FGM) or taking a girl or woman abroad for FGM is illegal in the UK and it is a criminal offence.","The UK values and principles","TRUE","true","FALSE","false","","","","","","","This statement is true."
"What year were women given the right to vote?","A long and illustrious history","1918","true","1925","false","1949","false","1914","false","","","In 1918, women over the age of 30 were given voting rights and the right to stand for Parliament, partly in recognition of the contribution women made to the war effort during the First World War."
"Which two of the following are British overseas territories?","The UK values and principles","St Helena","true","Solomon Islands","false","Mauritius","false","The Falkland Islands","true","","","There are several British overseas territories, such as St Helena and the Falkland Islands. They are linked to the UK but are not part of it."
"Who did the English defeat in 1588?","A long and illustrious history","The Normans","false","The Romans","false","The Spanish Armada","true","The Saxons","false","","","In 1588 the English defeated the Spanish Armada (a large fleet of ships)."
"Who designed the Cenotaph?","A long and illustrious history","Sir Norman Foster","false","Lancelot 'Capability' Brown","false","Sir Edwin Lutyens","true","Isambard Kingdom Brunel","false","","","Sir Edwin Lutyens was responsible for designing many war memorials throughout the world, including the Cenotaph in Whitehall."
"How often are the members of the Welsh government elected?","The UK government and your role","Every 5 years","false","Every 2 years","false","Every 4 years","true","Every 3 years","false","","","There are 60 members of the Welsh government or members of the Senedd (SMs) and elections are held every four years using a form of proportional representation."
"During which period did the Beatles become popular and social laws were liberalised?","A long and illustrious history","1960s","true","1970s","false","1980s","false","1950s","false","","","The decade of the 1960s was a period of significant social change. It was known as the 'swinging sixties'. There was growth in British fashion, cinema and popular music. Two well-known pop music groups at the time were The Beatles and The Rolling Stones. It was also a time when social laws were liberalised, for example in relation to divorce and to abortion in England, Wales and Scotland. The position of women in the workplace also improved."
"The Man Booker Prize is awarded in which of the following categories?","A long and illustrious history","Films","false","Sport","false","Literature","true","Music","false","","","The Man Booker Prize for Fiction is awarded annually for the best fiction novel (literature) written by an author from the Commonwealth, Ireland or Zimbabwe. It has been awarded since 1968. Past winners include Ian McEwan, Hilary Mantel and Julian Barnes."
"What sort of election takes place when a member of the Parliament (MP) dies or resigns?","The UK government and your role","Coalition","false","Pre-selection","false","Random selection","false","By-election","true","","","If an MP dies or resigns, there will be a fresh election, called a by-election, in his or her constituency."
"What is the Turner Prize?","A long and illustrious history","A literature award","false","A music award","false","A contemporary art award","true","A theatre award","false","","","The Turner Prize was established in 1984 and celebrates contemporary art. The Turner Prize is recognised as one of the most prestigious visual art awards in Europe."
"Which flower is associated with Northern Ireland?","A long and illustrious history","The daffodil","false","The thistle","false","The shamrock","true","The rose","false","","","The flower associated with Northern Ireland is the shamrock."
"The last battle between Britain and France was the battle of Waterloo.","A long and illustrious history","TRUE","true","FALSE","false","","","","","","","This statement is true."
"£100 is the highest value note in circulation in the UK.","The UK values and principles","TRUE","false","FALSE","true","","","","","","","This statement is false."
"Where is the Lake District National Park located?","Arts and culture","Scotland","false","Wales","false","England","true","Northern Ireland","false","","","The Lake District is in England."
"Which two responsibilities will you have as a British citizen?","The UK values and principles","To buy food locally","false","To volunteer in a community project at least once a year","false","To look after yourself and your family","true","To respect the rights of others, including their right to their own opinions","true","","","If you wish to be a permanent resident or citizen of the UK, you should: respect and obey the law, look after yourself and your family, respect the rights of others, including their right to their own opinions, treat others with fairness and look after the area in which you live and the environment."
"Who was born in Stratford-upon-Avon?","Historical figures","Jane Austen","false","Charles Dickens","false","William Shakespeare","true","Thomas Hardy","false","","","William Shakespeare was born in Stratford-upon-Avon, England."
"Why is 1928 an important year in women's voting history?","A long and illustrious history","Women were given the right to vote at the age of 18, the same as men.","false","Women were given the right to vote at the age of 25.","false","Women were given the right to vote at the age of 30.","false","Women were given the right to vote at the age of 21, the same as men.","true","","","In 1928, women were given the right to vote at the age of 21, the same as men."
"What does Hogmanay refer to?","Arts and culture","Christmas Day in Wales","false","New Year's Eve in Scotland","true","Christmas Day in Scotland","false","New Year's Eve in Wales","false","","","In Scotland, the 31st of December (New Year's Eve) is called Hogmanay."
"What is the capital city of Northern Ireland?","A long and illustrious history","Cork","false","Edinburgh","false","Belfast","true","Dublin","false","","","The capital city of Northern Ireland is Belfast."
"Which of the following wars took place between 1899 and 1902 in South Africa?","A long and illustrious history","The Hundred Years War","false","The Boer War","true","The First World War","false","The Crimean War","false","","","The Boer War took place between 1899 and 1902 in South Africa."
"Northern Ireland uses a system called 'individual registration' and all those entitled to vote must complete their own registration form.","The UK government and your role","TRUE","true","FALSE","false","","","","","","","This statement is true."
"Which two of the following policies are not controlled by the devolved administrations?","The UK government and your role","Health","false","Education","false","Defence","true","Immigration","true","","","Policy and laws governing defence, foreign affairs, immigration, taxation and social security all remain under central UK government control. However, many other public services, such as education, are controlled by the devolved administrations."
"How old do citizens of the UK, the Irish Republic or the Commonwealth have to be to stand for public office?","The UK government and your role","18","true","21","false","16","false","25","false","","","Most citizens of the UK, the Irish Republic or the Commonwealth aged 18 or over can stand for public office. There are some exceptions, including: members of the armed forces, civil servants and people found guilty of certain criminal offences."
"How did the Government promote policies of free trade during the Victorian Age?","A long and illustrious history","Abolishing a number of taxes on imported goods","true","Abolishing the exportation of local produce","false","Preventing the importation of cheap raw materials","false","Preventing the importation of cheap grain","false","","","During Victorian times, the government began to promote policies of free trade, abolishing a number of taxes on imported goods. One example of this was the repealing of the Corn Laws in 1846. These had prevented the import of cheap grain. The reforms helped the development of the British industry, because raw materials could now be imported cheaply."
"Who was Admiral Nelson?","A long and illustrious history","One of the tribal leaders who fought against the Romans","false","A British officer in charge of the British army at the Battle of Waterloo","false","A British general who established the authority of the English Parliament","false","A British officer in charge of the British fleet at the Battle of Trafalgar against the Spanish fleet","true","","","Admiral Nelson was in charge of the British fleet at the Battle of Trafalgar against the Spanish fleet and was killed in the battle."
"During the Middle Ages, who were the serfs?","A long and illustrious history","Peasants who had a small area of their lord's agricultural land","true","Soldiers who fought at the Battle of Trafalgar","false","Noblemen who formed part of the king's council of advisers","false","A group of skilled people from Holland who came to England during the Middle Ages","false","","","Serfs were peasants who had a small area of their lord's land where they could grow food."
"Which invention lead to the rapid development of the industry in Britain during the 18th and 19th centuries?","A long and illustrious history","The Radar","false","The Steam Power","true","The Jet Engine","false","The Turing Machine","false","","","The Industrial Revolution was the rapid development of industry in Britain in the 18th and 19th centuries. Britain was the first country to industrialise on a large scale. It happened because of the development of machinery and the use of steam power."
"MPs can only be contacted by post.","The UK government and your role","TRUE","false","FALSE","true","","","","","","","You can contact MPs by letter or telephone at their constituency office, or at their office in the House of Commons. In addition, many MPs, Assembly members, MSPs and MEPs hold regular local 'surgeries', where constituents can go in person to talk about issues that are of concern to them."
"What movement challenged the authority of the Pope?","A long and illustrious history","The Swinging Sixties","false","The Reformation","true","The Suffragettes","false","The Enlightenment","false","","","The Reformation was a movement against the authority of the Pope and the ideas and practices of the Roman Catholic Church."
"What English King introduced the Domesday Book?","A long and illustrious history","King Henry V","false","King Henry IV","false","William the Conqueror","true","Harold, the Saxon king of England","false","","","William the Conqueror sent people all over England to draw up lists of all the towns and villages. The people who lived there, who owned the land and what animals they owned were also listed. This was called the Domesday Book."
"What did 'the Butler Act' introduce in 1944?","A long and illustrious history","Free primary education in England, Wales and Scotland","false","Free university fees in England, Wales, Scotland and Northern Ireland","false","Free primary and secondary education in England, Wales and Scotland","false","Free secondary education in England and Wales","true","","","Richard Austen Butler became a Conservative MP in 1923 and held several positions before becoming responsible for education in 1941. In this role, he oversaw the introduction of the Education Act 1944 (often called 'The Butler Act'), which introduced free secondary education in England and Wales."
"What is the small claims procedure?","The UK government and your role","An informal way of helping people to settle minor disputes without spending a lot of time and money using a lawyer","true","A procedure that helps people to make small home insurance claims in certain circumstances","false","","","","","","","The small claims procedure is an informal way of helping people to settle minor disputes without spending a lot of time and money using a lawyer."
"What building was constructed in Hyde Park to hold the Great Exhibition of 1851?","A long and illustrious history","The Crystal Palace","true","Buckingham Palace","false","Kensington Palace","false","Apsley House","false","","","In 1851, the Great Exhibition opened in Hyde Park in the Crystal Palace, a huge building made of steel and glass. Exhibits ranged from huge machines to handmade goods."
"Who was Florence Nightingale?","Historical figures","An economist","false","A painter","false","A nurse","true","A poet","false","","","Florence Nightingale was a nurse. She is often regarded as the founder of modern nursing."
"Who is the patron Saint of England?","A long and illustrious history","St George","true","St Patrick","false","St David","false","St Andrew","false","","","The patron Saint of England is St George."
"Where is Loch Lomond and the Trossachs National Park located?","A long and illustrious history","England","false","Wales","false","Scotland","true","Northern Ireland","false","","","Loch Lomond and the Trossachs National Park is located in the west of Scotland."
"Wales has its own established church.","The UK values and principles","TRUE","false","FALSE","true","","","","","","","There is no established Church in Wales or Northern Ireland."
"What stories are associated with Geoffrey Chaucer?","A long and illustrious history","The Cambridge Tales","false","The Eastbourne Tales","false","The Canterbury Tales","true","The London Tales","false","","","Geoffrey Chaucer wrote a series of poems in English about a group of people going to Canterbury on a pilgrimage. This collection of poems is called The Canterbury Tales."
"When is Boxing Day celebrated?","Arts and culture","31st October","false","26th December","true","24th December","false","01st January","false","","","Boxing Day is the day after Christmas Day (26th December) and is a public holiday."
"What is the name of the holiday when banks and many other businesses are closed for the day?","A long and illustrious history","Credit Holidays","false","Branch Holidays","false","Bank Holidays","true","Business Holidays","false","","","There are public holidays each year called bank holidays, when banks and many other businesses are closed for the day."
"Why were women given the right to vote?","A long and illustrious history","In recognition of the contribution women made to the war effort during the First World War","true","In recognition of the contribution women made to the war effort during the Second World War","false","In recognition of the contribution women made to the war effort during the Crimean War","false","In recognition of the contribution women made to the war effort during the Civil War","false","","","In 1918, women over the age of 30 were given voting rights and the right to stand for Parliament, partly in recognition of the contribution women made to the war effort during the First World War."
"What do you need to drive in the UK?","The UK government and your role","An 'L' plate","false","A National Insurance Number","false","A valid driving licence","true","An 'R' plate","false","","","In the UK, you must have a driving licence to drive on public roads."
"Where does 'the Fringe' festival take place?","A long and illustrious history","Fraserburgh","false","Edinburgh","true","Inverness","false","St Andrews","false","","","The Edinburgh Festival takes place in Edinburgh, Scotland, every summer. It is a series of different arts and cultural festivals, with the biggest and most well-known being the Edinburgh Festival Fringe ('the Fringe')."
"How many members does the Welsh government have?","The UK government and your role","150","false","120","false","90","false","60","true","","","There are 60 members of the Welsh government or members of the Senedd (SMs) and elections are held every four years using a form of proportional representation."
"The names or photographs of young people found guilty of a crime can be published in newspapers or used by the media.","The UK values and principles","TRUE","false","FALSE","true","","","","","","","Members of the public are not allowed in Youth Courts, and the name or photographs of the accused young person cannot be published in newspapers or used by the media."
"What was Edward Elgar famous for?","A long and illustrious history","He was a musician","true","He was a tennis player","false","He was a comedian","false","He was an actor","false","","","Sir Edward Elgar (1857-1934) was a musician. His best known work is probably the Pomp and Circumstance Marches. March No1 (Land of Hope and Glory) is usually played at the Last Night of the Proms at the Royal Albert Hall."
"Which of the following is not a British banknote?","The UK values and principles","£50","false","£25","true","£20","false","£5","false","","","There are no £25 notes in the UK."
"Where does the Scottish Grand National take place?","A long and illustrious history","Fife","false","Edinburgh","false","Ayr","true","St Andrews","false","","","The Scottish Grand National takes place at Ayr."
"The laws passed after the Glorious Revolution marked the beginning of the ______.","A long and illustrious history","Constitutional monarchy","true","Constitutional republic","false","","","","","","","The laws passed after the Glorious Revolution marked the beginning of the constitutional monarchy."
"During the reign of Elizabeth I, a large fleet of ships was sent to England to conquer the country and to restore Catholicism, where did this fleet come from?","A long and illustrious history","France","false","Portugal","false","Spain","true","Italy","false","","","Elizabeth I became one of the most popular monarchs in English history, particularly after 1588, when the English defeated the Spanish Armada (a large fleet of ships), which had been sent by Spain to conquer England and restore Catholicism."
"What did the Habeas Corpus Act introduce?","A long and illustrious history","That every prisoner has a right to a court hearing","true","A salary for members of Parliament (MPs)","false","Financial help for the unemployed, old-age pensions and free school meals","false","Measures to improve the conditions of workers","false","","","The Habeas Corpus Act became law in 1679. This was a very important piece of legislation which remains relevant today. Habeas corpus is Latin for 'you must present the person in court'. The Act guaranteed that no one could be held prisoner unlawfully. Every prisoner has a right to a court hearing."
"What did Emmeline Pankhurst fight for?","A long and illustrious history","The right to liberty and security","false","The right for women to vote","true","Freedom of expression","false","The right to a fair trial","false","","","Emmeline Pankhurst she set up the women's Franchise League in 1889, which fought to get the vote in local elections for married women. In 1903 she helped found the Women's Social and Political Union (WSPU). This was the first group whose members were called 'suffragettes'. The group used civil disobedience as part of their protest to gain the vote for women. In 1918, women over the age of 30 were given voting rights and the right to stand for Parliament, partly in recognition of the contribution women made to the war effort during the First World War."
"What is 'the Proms'?","A long and illustrious history","An annual event that gives awards in a range of categories, such as best British group and best British solo artist","false","An annual cultural festival which includes music, dance, art and original performances largely in Welsh","false","An eight-week summer season of daily orchestral classical music concerts","true","Light-hearted plays with music and comedy","false","","","The Proms is an eight-week summer season of orchestral classical music that takes place in various venues, including the Royal Albert Hall in London."
"What was Isaac Newton known for?","Historical figures","The discovery of insulin","false","The discovery of gravity","true","The discovery of penicillin","false","The discovery of steam power","false","","","Newton's most famous published work was Philosophiae Naturalis Principia Mathematica ('Mathematical Principle of Natural Philosophy'), which showed how gravity applied to the whole universe."
"When did the WWI come to an end?","A long and illustrious history","In 1922","false","In 1918","true","In 1945","false","In 1943","false","","","In 1918
"
"Is St Helena part of the UK?","The UK values and principles","Yes","false","No","true","","","","","","","British overseas territories, such as St Helena and the Falkland Islands are linked to the UK but are not part of it."
"Where is Theatreland?","A long and illustrious history","Docklands","false","London's East End","false","London's West End","true","London's South End","false","","","London's West End, also known as 'Theatreland', is particularly well known for its theatres."
"What is the name of the UK currency?","A long and illustrious history","Euro","false","Pound Sterling","true","Peso","false","Dollar","false","","","The currency in the UK is the pound sterling (symbol £)."
"What other name is given to Diwali?","Arts and culture","The Festival of Lights","true","Ash Wednesday","false","Good Friday","false","Easter Monday","false","","","Diwali is often called the Festival of Lights."
"What is the Enlightenment?","A long and illustrious history","A period of total peace in England","false","A period when new ideas about politics, philosophy and science were developed","true","A period when England became the largest empire the world had ever seen","false","A period of economic recovery after the Second World War","false","","","The Enlightenment was a period during the 18th century when new ideas about politics, philosophy and science were developed."
"Which of the following charities helps the environment?","The UK values and principles","NSPCC","false","Shelter","false","Friends of the Earth","true","Crisis","false","","","Friends of the Earth is an environmental charity."
"Which of the following was a crucial aerial battle fought between Germany and Britain during WWII?","A long and illustrious history","The Battle of Britain","true","The Battle of Worcester","false","The Battle of Dunbar","false","The Battle of Marston Moor","false","","","The correct answer is the Battle of Britain."
"What was Margaret Thatcher famous for?","A long and illustrious history","She fought for the right to vote for women","false","She was the first woman Prime Minister of the UK","true","She set up the women's Franchise League","false","She was the founder of modern nursing","false","","","Margaret Thatcher was the first woman Prime Minister of the UK."
"Which two languages combined to become one English language?","A long and illustrious history","Latin","false","Anglo-Saxon","true","Proto-Celtic","false","Norman French","true","","","After the Norman Conquest, the king and his noblemen had spoken Norman French and the peasants had continued to speak Anglo-Saxon. Gradually these two languages combined to become one English language."
"By law, radio and television coverage of the political parties must be balanced and so equal time has to be given to rival viewpoints.","The UK values and principles","TRUE","true","FALSE","false","","","","","","","This statement is true."
"Where did the Spanish Armada come from?","A long and illustrious history","France","false","Spain","true","Italy","false","South America","false","","","In 1588 the English defeated the Spanish Armada (a large fleet of ships), which had been sent by Spain to conquer England and restore Catholicism."
"What is the name of the War Memorial located in Whitehall?","A long and illustrious history","Dumfries","false","Cenotaph","true","Royal Crescent","false","The White Tower","false","","","The Cenotaph is a war memorial located in Whitehall."
"The UK government has never suspended the Northern Ireland Assembly.","The UK government and your role","TRUE","false","FALSE","true","","","","","","","The Northern Ireland Assembly has been suspended on a few occasions."
"What kind of church did Scotland establish in 1560?","The UK values and principles","A Catholic church","false","A Protestant church","true","","","","","","","In 1560, the predominantly Protestant Scottish Parliament abolished the authority of the Pope in Scotland and Roman Catholic religious services became illegal. A Protestant Church of Scotland with an elected leadership was established but, unlike in England, this was not a state Church."
"When was the Domesday Book written?","A long and illustrious history","After the Viking invasion","false","After the Norman conquest","true","After the last Roman invasion","false","After the Anglo-Saxon invasion","false","","","William the conqueror sent people all over England to draw up lists of all the towns and villages. The people who lived there, who owned the land and what animals they owned were also listed. This was called the Domesday Book, which gives a picture of society in England just after the Norman¬†Conquest."
"The Northern Ireland Assembly cannot make decisions on which two of the following issues?","The UK government and your role","Immigration","true","Education","false","Agriculture","false","Defence","true","","","The Northern Ireland Assembly can make decisions on issues such as: education, agriculture, the environment health and social services, but it cannot make decisions on immigration or defence issues."
"What should you do to make a complaint about the police (choose two answers)?","The UK government and your role","Write a complaint letter to the House of Commons","false","Go to the Police station directly","true","Write to the Chief Constable of the police force involved","true","Write to your MP","false","","","Anyone can make a complaint about the police by going to a police station and writing to the Chief Constable of the police force involved. Complaints can also be made to an independent body: the Independent Police Complaints Commission in England and Wales, the Police Complaints Commissioner for Scotland or the Police Ombudsman for Northern Ireland."
"What flower did William Wordsworth write about?","A long and illustrious history","Rose","false","Daffodil","true","Thistle","false","Shamrock","false","","","William Wordsworth wrote 'The Daffodils'."
"When is St Andrew's day celebrated?","A long and illustrious history","17th April","false","31st December","false","1st March","false","30th November","true","","","St Andrew's day, patron of Scotland, is celebrated on the 30th of November."
"Who was the architect that rebuilt Saint Paul's cathedral after the Great Fire in 1666?","A long and illustrious history","Robert Adam","false","Sir Christopher Wren","true","Sir Norman Foster","false","Dame Zaha Hadid","false","","","In 1666, a great fire destroyed much of the city, including many churches and St Paul's Cathedral. London was rebuilt with a new St Paul's, which was designed by a famous architect, Sir Christopher Wren."
"When were the first coins in Britain made?","A long and illustrious history","The Stone Age","false","The Bronze Age","false","The Iron Age","true","The Middle Ages","false","","","The people of the Iron Age made the first coins to be minted in Britain."
"Who was Emmeline Pankhurst?","A long and illustrious history","A suffragette","true","A nurse","false","A doctor","false","A scientist","false","","","Emmeline Pankhurst was born in Manchester in 1858. She set up the women's Franchise League in 1889, which fought to get the vote in local elections for married women. In 1903 she helped found the Women's Social and Political Union (WSPU). This was the first group whose members were called 'suffragettes'."
"Who did Britain fight against in the Crimean War?","A long and illustrious history","Turkey","false","Russia","true","France","false","Germany","false","","","From 1853 to 1856, Britain fought with Turkey and France against Russia in the Crimean War."
"How old do you have to be to buy alcohol in the UK?","The UK values and principles","17","false","18","true","19","false","20","false","","","It is a criminal offence to sell alcohol to anyone who is under 18 or to buy alcohol for people who are under the
"
"Which of the following is a Crown Dependency but not part of the UK?","The UK government and your role","Shetland","false","Isle of Wight","false","Isle of Man","true","Anglesey","false","","","The Channel Islands and the Isle of Man are closely linked with the UK but are not part of it. They have their own governments and are called 'Crown dependencies'."
"Is the BBC controlled by the government?","The UK government and your role","Yes","false","No","true","","","","","","","The BBC is the largest broadcaster in the world. It is the only wholly state-funded media organisation that is independent of government."
"How many members does the Northern Ireland Assembly have?","The UK government and your role","12","false","60","false","90","true","108","false","","","The Northern Ireland Assembly has 90 elected members, known as MLAs (members of the Legislative Assembly)."
